state,fbi_state,fbi_county,fstate,fips_county,name
WV,47,28,54,55,Mercer
WV,47,29,54,57,Mineral
WV,47,30,54,59,Mingo
WV,47,31,54,61,Monongalia
WV,47,32,54,63,Monroe
WV,47,33,54,65,Morgan
WV,47,34,54,67,Nicholas
WV,47,35,54,69,Ohio
WV,47,36,54,71,Pendleton
WV,47,37,54,73,Pleasants
WV,47,38,54,75,Pocahontas
WV,47,39,54,77,Preston
WV,47,40,54,79,Putnam
WV,47,41,54,81,Raleigh
WV,47,42,54,83,Randolph
WV,47,43,54,85,Ritchie
WV,47,44,54,87,Roane
WV,47,45,54,89,Summers
WV,47,46,54,91,Taylor
WV,47,47,54,93,Tucker
WV,47,48,54,95,Tyler
WV,47,49,54,97,Upshur
WV,47,50,54,99,Wayne
WV,47,51,54,101,Webster
WV,47,52,54,103,Wetzel
WV,47,53,54,105,Wirt
WV,47,54,54,107,Wood
WV,47,55,54,109,Wyoming
WI,48,1,55,1,Adams
WI,48,2,55,3,Ashland
WI,48,3,55,5,Barron
WI,48,4,55,7,Bayfield
WI,48,5,55,9,Brown
WI,48,6,55,11,Buffalo
WI,48,7,55,13,Burnett
WI,48,8,55,15,Calumet
WI,48,9,55,17,Chippewa
WI,48,10,55,19,Clark
WI,48,11,55,21,Columbia
WI,48,12,55,23,Crawford
WI,48,13,55,25,Dane
WI,48,14,55,27,Dodge
WI,48,15,55,29,Door
WI,48,16,55,31,Douglas
WI,48,17,55,33,Dunn
WI,48,18,55,35,Eau Claire
WI,48,19,55,37,Florence
WI,48,20,55,39,Fond du Lac
WI,48,21,55,41,Forest
WI,48,22,55,43,Grant
WI,48,23,55,45,Green
WI,48,24,55,47,Green Lake
WI,48,25,55,49,Iowa
WI,48,26,55,51,Iron
WI,48,27,55,53,Jackson
WI,48,28,55,55,Jefferson
WI,48,29,55,57,Juneau
WI,48,30,55,59,Kenosha
WI,48,31,55,61,Kewaunee
WI,48,32,55,63,La Crosse
WI,48,33,55,65,Lafayette
WI,48,34,55,67,Langlade
WI,48,35,55,69,Lincoln
WI,48,36,55,71,Manitowoc
WI,48,37,55,73,Marathon
WI,48,38,55,75,Marinette
WI,48,39,55,77,Marquette
WI,48,72,55,78,Menominee
WI,48,40,55,79,Milwaukee
WI,48,41,55,81,Monroe
WI,48,42,55,83,Oconto
WI,48,43,55,85,Oneida
WI,48,44,55,87,Outagamie
WI,48,45,55,89,Ozaukee
WI,48,46,55,91,Pepin
WI,48,47,55,93,Pierce
WI,48,48,55,95,Polk
WI,48,49,55,97,Portage
WI,48,50,55,99,Price
WI,48,51,55,101,Racine
WI,48,52,55,103,Richland
WI,48,53,55,105,Rock
WI,48,54,55,107,Rusk
WI,48,55,55,109,St Croix
WI,48,56,55,111,Sauk
WI,48,57,55,113,Sawyer
WI,48,58,55,115,Shawano
WI,48,59,55,117,Sheboygan
WI,48,60,55,119,Taylor
WI,48,61,55,121,Trempealeau
WI,48,62,55,123,Vernon
WI,48,63,55,125,Vilas
WI,48,64,55,127,Walworth
WI,48,65,55,129,Washburn
WI,48,66,55,131,Washington
WI,48,67,55,133,Waukesha
WI,48,68,55,135,Waupaca
WI,48,69,55,137,Waushara
WI,48,70,55,139,Winnebago
WI,48,71,55,141,Wood
WY,49,1,56,1,Albany
WY,49,2,56,3,Big Horn
WY,49,3,56,5,Campbell
WY,49,4,56,7,Carbon
WY,49,5,56,9,Converse
WY,49,6,56,11,Crook
WY,49,7,56,13,Fremont
WY,49,8,56,15,Goshen
WY,49,9,56,17,Hot Springs
WY,49,10,56,19,Johnson
WY,49,11,56,21,Laramie
WY,49,12,56,23,Lincoln
WY,49,13,56,25,Natrona
WY,49,14,56,27,Niobrara
WY,49,15,56,29,Park
WY,49,16,56,31,Platte
WY,49,17,56,33,Sheridan
WY,49,18,56,35,Sublette
WY,49,19,56,37,Sweetwater
WY,49,20,56,39,Teton
WY,49,21,56,41,Uinta
WY,49,22,56,43,Washakie
WY,49,23,56,45,Weston
